Item,Description,Details,Class Description,Rotating,Status,Location,Vendor,UNITCOST,DUPLICATES,Macro,,Commodity Code,"0 = Good, 1 = Duplicate, 2 = Cost?, 3 = 1&2"
101718,"PLC Controller, ATI, SIMATIC S7-1200/CPU 1214C (6ES7214-1HG40-0XB0)","PLC Controller, ATI, SIMATIC S7-1200/CPU 1214C (6ES7214-1HG40-0XB0)",INVENTORY,N,ACTIVE,d,,,,,,,
101719,"Power Supply, ATI, SIEMENS 6EP3332-6SB00-0AY0","Power Supply, ATI, SIEMENS 6EP3332-6SB00-0AY0",INVENTORY,N,ACTIVE,d,,,,,,,
101720,"Motor Starter, ATI, ELR-H5-IES-PT-24DC/500AC-9","Motor Starter, ATI, ELR-H5-IES-PT-24DC/500AC-9",INVENTORY,N,ACTIVE,d,,,,,,,
101721,"UPS Battery, ATI, UPS-BAT/PB/24DC/4AH","UPS Battery, ATI, UPS-BAT/PB/24DC/4AH",INVENTORY,N,ACTIVE,d,,,,,,,
101722,"GPS Sensor, ATI, GPS16X-HVSB","GPS Sensor, ATI, GPS16X-HVSB",INVENTORY,N,ACTIVE,d,,,,,,,
101723,"Encoder, ATI, 8254608","Encoder, ATI, 8254608",INVENTORY,N,ACTIVE,d,,,,,,,
101724,"Terminal Encoder, ATI, 18845320","Terminal Encoder, ATI, 18845320",INVENTORY,N,ACTIVE,d,,,,,,,
101725,"Set Screws, ATI, 60573-012","Set Screws, ATI, 60573-012",INVENTORY,N,ACTIVE,d,,,,,,,
101726,"Relay, ATI,  6ES7 222-1HF32-0XB0","Relay, ATI,  6ES7 222-1HF32-0XB0",INVENTORY,N,ACTIVE,d,,,,,,,
101727,"Breaker, ATI, 5SY6204-7","Breaker, ATI, 5SY6204-7",INVENTORY,N,ACTIVE,d,,,,,,,
101728,"Sprocket, ATI, 40157-000","Sprocket, ATI, 40157-000",INVENTORY,N,ACTIVE,d,,,,,,,
101729,"E-Stop Button, ATI, MPET4-20R01","E-Stop Button, ATI, MPET4-20R01",INVENTORY,N,ACTIVE,d,,,,,,,
101730,"Terminal Block, ATI, TERMINAL BLOCK PUSH IN GRAY 2.5 MM","Terminal Block, ATI, TERMINAL BLOCK PUSH IN GRAY 2.5 MM",INVENTORY,N,ACTIVE,d,,,,,,,
101731,"Terminal Block, ATI, 2 STAGE PUSH IN BLUE 2.5 MM","Terminal Block, ATI, 2 STAGE PUSH IN BLUE 2.5 MM",INVENTORY,N,ACTIVE,d,,,,,,,
101732,"Terminal Block, ATI, 2 STAGE PUSH IN ORANGE 2.5 MM","Terminal Block, ATI, 2 STAGE PUSH IN ORANGE 2.5 MM",INVENTORY,N,ACTIVE,d,,,,,,,
101733,"Terminal Block, ATI, 2 STAGE PUSH IN RED 2.5 MM","Terminal Block, ATI, 2 STAGE PUSH IN RED 2.5 MM",INVENTORY,N,ACTIVE,d,,,,,,,
101734,"Terminal Block, ATI, 2 STAGE PUSH IN YELLOW 2.5 MM","Terminal Block, ATI, 2 STAGE PUSH IN YELLOW 2.5 MM",INVENTORY,N,ACTIVE,d,,,,,,,
101735,"Terminal Block, ATI, 2 STAGE PUSH IN GREEN 2.5 MM","Terminal Block, ATI, 2 STAGE PUSH IN GREEN 2.5 MM",INVENTORY,N,ACTIVE,d,,,,,,,
101736,"Terminal Block, ATI, 2 STAGE PUSH IN BLACK 2.5 MM","Terminal Block, ATI, 2 STAGE PUSH IN BLACK 2.5 MM",INVENTORY,N,ACTIVE,d,,,,,,,
101737,"Terminal Block, ATI, 2 STAGE PUSH IN BROWN 2.5 MM","Terminal Block, ATI, 2 STAGE PUSH IN BROWN 2.5 MM",INVENTORY,N,ACTIVE,d,,,,,,,
101738,"Terminal Block, ATI, 002, PUSH IN 2.5MM","Terminal Block, ATI, 002, PUSH IN 2.5MM",INVENTORY,N,ACTIVE,d,,,,,,,
101739,"Tracker Clutch, ATI,  F63-43-L (SP) B","Tracker Clutch, ATI,  F63-43-L (SP) B",INVENTORY,N,ACTIVE,d,,,,,,,
101740,"Motor, ATI, SA 67 DRN90L4/EI71","Motor, ATI, SA 67 DRN90L4/EI71",INVENTORY,N,ACTIVE,d,,,,,,,
101742,"Breaker, Sungrow, NDW3A-2500","Breaker, Sungrow, NDW3A-2500",INVENTORY,N,ACTIVE,o,,,,,,,
101744,"Ground Circuit Isolator, Sungrow, FA004155","Ground Circuit Isolator, Sungrow, FA004155",INVENTORY,N,ACTIVE,o,,,,,,,
101745,"Load Switch, Sungrow, KN000861","Load Switch, Sungrow, KN000861",INVENTORY,N,ACTIVE,o,,,,,,,
101746,"Sheer Bolt, TE, ASBT 350-500-U #bolt","Sheer Bolt, TE, ASBT 350-500-U #bolt",INVENTORY,N,ACTIVE,o,,,,,,,
101751,"Splice Kit, TE, 35SIPJC #2 250ALSB Splice 4/0 35KV AL Cold Shrink W/SB Conn","Splice Kit, TE, 35SIPJC #2 250ALSB Splice 4/0 35KV AL Cold Shrink W/SB Conn",INVENTORY,N,ACTIVE,o,,,,,,,
101752,"Splice Kit, TE, 35SIPJC 1/0 500ALSB Splice, 500KCMil 35KV AL Cold Shrink W/SB Conn","Splice Kit, TE, 35SIPJC 1/0 500ALSB Splice, 500KCMil 35KV AL Cold Shrink W/SB Conn",INVENTORY,N,ACTIVE,o,,,,,,,
101753,"Splice Kit, TE, 35SIJC 350-750 ALSB Splice, 750 KCmil 35KV AL Cold Shrink W/SB conn","Splice Kit, TE, 35SIJC 350-750 ALSB Splice, 750 KCmil 35KV AL Cold Shrink W/SB conn",INVENTORY,N,ACTIVE,o,,,,,,,
101754,"Splice Kit, TE, 35SJJC 1250-1500ALSB Splice, 1250-1500 KCmil AL 35KV W/SB conn","Splice Kit, TE, 35SJJC 1250-1500ALSB Splice, 1250-1500 KCmil AL 35KV W/SB conn",INVENTORY,N,ACTIVE,o,,,,,,,
101755,"Insulator, Newell-PSN, TR 286","Insulator, Newell-PSN, TR 286",INVENTORY,N,ACTIVE,o,,,,,,,
101757,"Splice, 3M, 5468(L)-19SB-AL-WF","Splice, 3M, 5468(L)-19SB-AL-WF",INVENTORY,N,ACTIVE,o,,,,,,,
101759,"Disconnect Switch, Sirco, 27PV4039","Disconnect Switch, Sirco, 27PV4039",INVENTORY,N,ACTIVE,o,,,,,,,
101764,"PT, Arteche, URN-36","PT, Arteche, URN-36",INVENTORY,N,ACTIVE,o,,,,,,,
101765,"Capacitor, ABB, 2GUA199444C170","Capacitor, ABB, 2GUA199444C170",INVENTORY,N,ACTIVE,o,,,,,,,
101767,"Surge Arrestor, ABB, Q030SA024A","Surge Arrestor, ABB, Q030SA024A",INVENTORY,N,ACTIVE,o,,,,,,,
101769,"Contactor, Eaton, DIL M500 XTCE500M","Contactor, Eaton, DIL M500 XTCE500M",INVENTORY,N,ACTIVE,o,,,,,,,
101775,"Control Board, ABB, 2RGA014458P0002","Control Board, ABB, 2RGA014458P0002",INVENTORY,N,ACTIVE,o,,,,,,,
101776,"Arrestor, Hubbell, EVP2152003601","Arrestor, Hubbell, EVP2152003601",INVENTORY,N,ACTIVE,o,,,,,,,
101777,"Grading Ring, Hubbell, 2744293001","Grading Ring, Hubbell, 2744293001",INVENTORY,N,ACTIVE,o,,,,,,,
101780,"Fan, Rosenberg, N88-28332","Fan, Rosenberg, N88-28332",INVENTORY,N,ACTIVE,o,,,,,,,
101781,"Transceiver, Moxa, SFP-1FESLC-T","Transceiver, Moxa, SFP-1FESLC-T",INVENTORY,N,ACTIVE,o,,,,,,,
101784,"Board, Sungrow, BO004561","Board, Sungrow, BO004561",INVENTORY,N,ACTIVE,o,,,,,,,
101792,"Female Adapter Insert, SMA, 43-103700-00.01","Female Adapter Insert, SMA, 43-103700-00.01",INVENTORY,N,ACTIVE,o,,,,,,,
101794,"Signaling Switch, Siba, 28 001 14","Signaling Switch, Siba, 28 001 14",INVENTORY,N,ACTIVE,o,,,,,,,
101796,"Surge Arrestor, Dehn, DG SU 1P 120 R","Surge Arrestor, Dehn, DG SU 1P 120 R",INVENTORY,N,ACTIVE,o,,,,,,,
101797,"Fault Signal Switch, Siemens, 5ST3020-0HG","Fault Signal Switch, Siemens, 5ST3020-0HG",INVENTORY,N,ACTIVE,o,,,,,,,
101798,"E-Stop Switch, ABB, CE3K1-10R-02","E-Stop Switch, ABB, CE3K1-10R-02",INVENTORY,N,ACTIVE,o,,,,,,,
101799,"Disconnect Switch, ABB, OT25FT3","Disconnect Switch, ABB, OT25FT3",INVENTORY,N,ACTIVE,o,,,,,,,
101801,"DIN Rail Relay, Phoenix Contact , PLC-RPT-24DC/21","DIN Rail Relay, Phoenix Contact , PLC-RPT-24DC/21",INVENTORY,N,ACTIVE,o,,,,,,,
101802,"DIN Rail Relay, Phoenix Contact , PLC-RPT-20UC/21AU","DIN Rail Relay, Phoenix Contact , PLC-RPT-20UC/21AU",INVENTORY,N,ACTIVE,o,,,,,,,
101803,"Breaker, ABB, S201 B16","Breaker, ABB, S201 B16",INVENTORY,N,ACTIVE,o,,,,,,,
101804,"Breaker, ABB, S201 B25","Breaker, ABB, S201 B25",INVENTORY,N,ACTIVE,o,,,,,,,
101805,"Contactor, Schaltbau, C294 A/24EV-U1 005","Contactor, Schaltbau, C294 A/24EV-U1 005",INVENTORY,N,ACTIVE,o,,,,,,,
101807,"Breaker, Siemens, 5SJ4320-7HG42","Breaker, Siemens, 5SJ4320-7HG42",INVENTORY,N,ACTIVE,o,,,,,,,
101817,"Breaker, ABB, S804U PV35","Breaker, ABB, S804U PV35",INVENTORY,N,ACTIVE,o,,,,,,,
101819,"Contactor, Siemens, KTL SW2006-11001","Contactor, Siemens, KTL SW2006-11001",INVENTORY,N,ACTIVE,o,,,,,,,
101822,"Auxillary Switch, SMA, 61-126999","Auxillary Switch, SMA, 61-126999",INVENTORY,N,ACTIVE,o,,,,,,,
101826,"Cold Shrink, Raychem, CSTO-284G, CSJP-83/30-552/U-NA-R","Cold Shrink, Raychem, CSTO-284G, CSJP-83/30-552/U-NA-R",INVENTORY,N,ACTIVE,o,,,,,,,
101829,"PLC Controller, Siemens, 6ES7 214-1HF40-0XB0","PLC Controller, Siemens, 6ES7 214-1HF40-0XB0",INVENTORY,N,ACTIVE,o,,,,,,,
101830,"Pressure Switch, Qualitrol, 148-014-02","Pressure Switch, Qualitrol, 148-014-02",INVENTORY,N,ACTIVE,o,,,,,,,
101831,"Oil Temperature Gauge, Qualitrol, 151-100-01","Oil Temperature Gauge, Qualitrol, 151-100-01",INVENTORY,N,ACTIVE,o,,,,,,,
101832,"Pressure Gauge, Qualitrol, 141-001-01","Pressure Gauge, Qualitrol, 141-001-01",INVENTORY,N,ACTIVE,o,,,,,,,
101834,"Cold Shrink, ,","Cold Shrink, ,",INVENTORY,N,ACTIVE,o,,,,,,,
101835,"WS Mount, Nextracker,","WS Mount, Nextracker,",INVENTORY,N,ACTIVE,o,,,,,,,
101854,"Slew Gear Mount,  NEXTracker , 2054","Slew Gear Mount,  NEXTracker , 2054",INVENTORY,N,ACTIVE,o,,,,,,,
101855,"Switch,  Merit , GRS1142-AT2ZSHH00Y9HHSE3AMR","Switch,  Merit , GRS1142-AT2ZSHH00Y9HHSE3AMR",INVENTORY,N,ACTIVE,d,,,,,,,
101856,"Switch,  Merit , GMM40-OOOOOOOOTY9HHS999.9.99","Switch,  Merit , GMM40-OOOOOOOOTY9HHS999.9.99",INVENTORY,N,ACTIVE,d,,,,,,,
101857,"Power Supply,  Merit , GPS1-KSY9HH","Power Supply,  Merit , GPS1-KSY9HH",INVENTORY,N,ACTIVE,o,,,,,,,
101858,"UPS Battery,  Merit , SMX120BP","UPS Battery,  Merit , SMX120BP",INVENTORY,N,ACTIVE,o,,,,,,,
101859,"Network Enclosure,  Merit , MC-NET-RVS1-01","Network Enclosure,  Merit , MC-NET-RVS1-01",INVENTORY,N,ACTIVE,d,,,,,,,
101860,"MET Station Enclosure,  Merit , MC-DMET-RVS1-01","MET Station Enclosure,  Merit , MC-DMET-RVS1-01",INVENTORY,N,ACTIVE,d,,,,,,,
101861,"Weather Station,  Merit , 8373.U01","Weather Station,  Merit , 8373.U01",INVENTORY,N,ACTIVE,d,,,,,,,
101862,"Weather Station,  Merit , 8381.U01","Weather Station,  Merit , 8381.U01",INVENTORY,N,ACTIVE,d,,,,,,,
101865,"Pyronometer,  Merit , CM261-SP-NT","Pyronometer,  Merit , CM261-SP-NT",INVENTORY,N,ACTIVE,d,,,,,,,
101866,"BOM Temp Sensor,  Merit , CS241DM-150-PT","BOM Temp Sensor,  Merit , CS241DM-150-PT",INVENTORY,N,ACTIVE,d,,,,,,,
101867,"Soiling Sensor,  Merit , K0386915","Soiling Sensor,  Merit , K0386915",INVENTORY,N,ACTIVE,d,,,,,,,
101868,"Dust IQ Cable,  Merit , 386623","Dust IQ Cable,  Merit , 386623",INVENTORY,N,ACTIVE,d,,,,,,,
101869,"Charge Controller,  Merit , 3267 / SS-MPPT-15","Charge Controller,  Merit , 3267 / SS-MPPT-15",INVENTORY,N,ACTIVE,d,,,,,,,
101870,"Combiner Box,  Main Electric , ITS - 4x5400-24-CG-NLG","Combiner Box,  Main Electric , ITS - 4x5400-24-CG-NLG",INVENTORY,N,ACTIVE,o,,,,,,,
101872,"Shearbolt,  West Coast Electrical Sales , 98611","Shearbolt,  West Coast Electrical Sales , 98611",INVENTORY,N,ACTIVE,o,,,,,,,
101882,"Transformer,  Sungrow  , Eaglerise ZG Series","Transformer,  Sungrow  , Eaglerise ZG Series",INVENTORY,N,ACTIVE,o,,,,,,,
101883,"XFMR Bypass Kit, Sungrow, Russellville","XFMR Bypass Kit, Sungrow, Russellville",INVENTORY,N,ACTIVE,o,,,,,,,
101884,"Module Jumper, First Solar, Russellville","Module Jumper, First Solar, Russellville",INVENTORY,N,ACTIVE,o,,,,,,,
101885,"MV Cable,  Prysmian ,","MV Cable,  Prysmian ,",INVENTORY,N,ACTIVE,o,,,,,,,
101886,"MV Cable,  Prysmian ,","MV Cable,  Prysmian ,",INVENTORY,N,ACTIVE,o,,,,,,,
101887,"MV Cable,  Prysmian ,","MV Cable,  Prysmian ,",INVENTORY,N,ACTIVE,o,,,,,,,
101888,"MV Cable,  Prysmian ,","MV Cable,  Prysmian ,",INVENTORY,N,ACTIVE,o,,,,,,,
101889,"DC Cable, ,","DC Cable, ,",INVENTORY,N,ACTIVE,o,,,,,,,
101890,"DC Cable, ,","DC Cable, ,",INVENTORY,N,ACTIVE,o,,,,,,,
101891,"Splice Kit, Shoals,","Splice Kit, Shoals,",INVENTORY,N,ACTIVE,d,,,,,,,
101892,"Splice kit, Shoals,","Splice kit, Shoals,",INVENTORY,N,ACTIVE,d,,,,,,,
101893,"Splice Kit, Shoals,","Splice Kit, Shoals,",INVENTORY,N,ACTIVE,d,,,,,,,
101894,"Splice Kit, Shoals,","Splice Kit, Shoals,",INVENTORY,N,ACTIVE,d,,,,,,,
101895,"Surge Arrestors, Shoals,","Surge Arrestors, Shoals,",INVENTORY,N,ACTIVE,d,,,,,,,
101906,"GSU LV Bushing, Siemens, P3R32500184212","GSU LV Bushing, Siemens, P3R32500184212",INVENTORY,N,ACTIVE,o,,,,,,,
101907,"Wire, Spool, POS and NEG pair","Wire, Spool, POS and NEG pair",INVENTORY,N,ACTIVE,o,,,,,,,
101909,"Wire, Shoals, BLA.BVDS.2A","Wire, Shoals, BLA.BVDS.2A",INVENTORY,N,ACTIVE,d,,,,,,,
101910,"Wire, Shoals, BLA.BVDS.9B","Wire, Shoals, BLA.BVDS.9B",INVENTORY,N,ACTIVE,d,,,,,,,
101911,"Wire, Shoals, BLA.BVDS.4A","Wire, Shoals, BLA.BVDS.4A",INVENTORY,N,ACTIVE,d,,,,,,,
101912,"Wire, Shoals, BLA.BVDS.9A","Wire, Shoals, BLA.BVDS.9A",INVENTORY,N,ACTIVE,d,,,,,,,
101913,"Wire, Shoals, BLA.BVDS.6A","Wire, Shoals, BLA.BVDS.6A",INVENTORY,N,ACTIVE,d,,,,,,,
101914,"Wire, Shoals, BLA.BVDS.7A","Wire, Shoals, BLA.BVDS.7A",INVENTORY,N,ACTIVE,d,,,,,,,
101915,"Wire, Shoals, BLA.BVDS.8A","Wire, Shoals, BLA.BVDS.8A",INVENTORY,N,ACTIVE,d,,,,,,,
101916,"Wire, Paige Wire, 32PV75058BKS","Wire, Paige Wire, 32PV75058BKS",INVENTORY,N,ACTIVE,o,,,,,,,
101919,"Hook Switch, Royal Switchgear, 18227, Snipesville","Hook Switch, Royal Switchgear, 18227, Snipesville<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,d,,,,,,,
101920,"Hook Switch, Royal Switchgear, 13011, Snipesville","Hook Switch, Royal Switchgear, 13011, Snipesville",INVENTORY,N,ACTIVE,d,,,,,,,
101921,"Suspension Insulator, Hubbell, P70300, Toombs","Suspension Insulator, Hubbell, P70300, Toombs",INVENTORY,N,ACTIVE,o,,,,,,,
101922,"Post Insulator, Hubbell, PSP3083002, Toombs","Post Insulator, Hubbell, PSP3083002, Toombs",INVENTORY,N,ACTIVE,o,,,,,,,
101923,"Post Insulator, Hubbell, PSP2103001, Toombs","Post Insulator, Hubbell, PSP2103001, Toombs",INVENTORY,N,ACTIVE,o,,,,,,,
101933,"Pressure Switch, Hitachi, 894B44802, Russellville","Pressure Switch, Hitachi, 894B44802, Russellville",INVENTORY,N,ACTIVE,o,,,,,,,
101939,"Trip Coil, Mitsubishi, 10001, Ailey","Trip Coil, Mitsubishi, 10001, Ailey<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101940,"Closing Coil, Mitsubishi, 10020, Ailey","Closing Coil, Mitsubushi, 10020, Ailey<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
101941,"Surge Arrestor, Dehn, DG M TT 275 FM","Surge Arrestor, Dehn, DG M TT 275 FM, SMA 62-952315<!-- RICH TEXT -->",INVENTORY,N,ACTIVE,o,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
